"zcta5","zipname","pop10","afact"
"ZIP Census Tabulation Area","zipname","Total Pop, 2010 census","zcta5 to _us_ alloc factor"
"16053","Renfrew, PA",4020,1 
"16054","St. Petersburg, PA",497,1 
"16055","Sarver, PA",8486,1 
"16056","Saxonburg, PA",4791,1 
"16057","Slippery Rock, PA",13909,1 
"16059","Valencia, PA",7738,1 
"16061","West Sunbury, PA",2761,1 
"16063","Zelienople, PA",6559,1 
"16066","Fernway, PA",28060,1 
"16101","New Castle, PA",34042,1 
"16102","New Castle, PA",5755,1 
"16105","New Castle, PA",15448,1 
"16110","Adamsville, PA",314,1 
"16111","Atlantic, PA",1409,1 
"16112","Bessemer, PA",1571,1 
"16113","Clark, PA",448,1 
"16114","Clarks Mills, PA",606,1 
"16115","Darlington, PA",3287,1 
"16116","Edinburg, PA",3074,1 
"16117","Ellwood City, PA",17185,1 
"16120","Enon Valley, PA",2463,1 
"16121","Farrell, PA",4941,1 
"16123","Fombell, PA",2237,1 
"16124","Fredonia, PA",2228,1 
"16125","Greenville, PA",18186,1 
"16127","Grove City, PA",16145,1 
"16130","Hadley, PA",2023,1 
"16131","Hartstown, PA",933,1 
"16132","Hillsville, PA (PO Boxes)",355,1 
"16133","Jackson Center, PA",1573,1 
"16134","Jamestown, PA",3886,1 
"16136","Koppel, PA",801,1 
"16137","Mercer, PA",12941,1 
"16140","New Bedford, PA",123,1 
"16141","New Beaver, PA",1806,1 
"16142","New Wilmington, PA",7056,1 
"16143","Pulaski, PA",2901,1 
"16145","Sandy Lake, PA",2726,1 
"16146","Sharon, PA",14040,1 
"16148","Hermitage, PA",16959,1 
"16150","Sharpsville, PA",7426,1 
"16151","Sheakleyville, PA",77,1 
"16153","Stoneboro, PA",2624,1 
"16154","Transfer, PA",2492,1 
"16155","Villa Maria, PA (PO Boxes)",103,1 
"16156","Volant, PA",3319,1 
"16157","New Beaver, PA",3477,1 
"16159","West Middlesex, PA",4706,1 
"16160","West Pittsburg, PA",864,1 
"16161","Wheatland, PA",644,1 
"16201","Kittanning, PA",18214,1 
"16210","Adrian, PA",1014,1 
"16211","Beyer, PA (PO Boxes)",104,1 
"16212","Cadogan, PA (PO Boxes)",339,1 
"16213","Callensburg, PA",204,1 
"16214","Clarion, PA",10127,1 
"16217","Cooksburg, PA",101,1 
"16218","Cowansville, PA",1195,1 
"16222","Dayton, PA",2526,1 
"16223","Distant, PA (PO Boxes)",154,1 
"16224","Fairmount City, PA",1181,1 
"16226","Ford City, PA",8279,1 
"16228","Ford Cliff, PA",371,1 
"16229","Freeport, PA",4997,1 
"16230","Hawthorn, PA",494,1 
"16232","Knox, PA",4281,1 
"16233","Leeper, PA",1246,1 
"16235","Lucinda, PA",1256,1 
"16236","Mc Grann, PA (PO Boxes)",262,1 
"16238","Manorville, PA",410,1 
"16239","Marienville, PA",4172,1 
"16240","Mayport, PA",1533,1 
"16242","New Bethlehem, PA",4693,1 
"16244","Nu Mine, PA (PO Boxes)",265,1 
"16245","Oak Ridge, PA (PO Boxes)",207,1 
"16246","Plumville, PA",252,1 
"16248","Rimersburg, PA",3130,1 
"16249","Rural Valley, PA",2089,1 
"16250","Sagamore, PA (PO Boxes)",315,1 
"16253","Seminole, PA (PO Boxes)",91,1 
"16254","Shippenville, PA",3471,1 
"16255","Sligo, PA",1943,1 
"16256","Smicksburg, PA",2084,1 
"16258","Strattanville, PA",1869,1 
"16259","Templeton, PA",1934,1 
"16260","Vowinckel, PA",296,1 
"16262","Worthington, PA",3007,1 
"16263","Yatesboro, PA (PO Boxes)",317,1 
"16301","Oil City, PA",16321,1 
"16311","Carlton, PA",564,1 
"16312","Chandlers Valley, PA (PO Boxes)",25,1 
"16313","Clarendon, PA",1848,1 
"16314","Cochranton, PA",5507,1 
"16316","Conneaut Lakeshore, PA",5436,1 
"16317","Cooperstown, PA",1456,1 
"16319","Cranberry, PA",1355,1 
"16321","East Hickory, PA (PO Boxes)",76,1 
"16322","Endeavor, PA (PO Boxes)",158,1 
"16323","Franklin, PA",16372,1 
"16326","Fryburg, PA",391,1 
"16327","Guys Mills, PA",2978,1 
"16328","Hydetown, PA",80,1 
"16329","Irvine, PA",528,1 
"16331","Kossuth, PA",88,1 
"16332","Lickingville, PA",53,1 
"16333","Ludlow, PA (PO Boxes)",240,1 
"16334","Marble, PA",338,1 
"16335","Meadville, PA",28445,1 
"16340","Pittsfield, PA",1990,1 
"16341","Pleasantville, PA",2030,1 
"16342","Polk, PA",2281,1 
"16343","Sugarcreek, PA",449,1 
"16344","Rouseville, PA",523,1 
"16345","Russell, PA",3543,1 
"16346","Seneca, PA",3247,1 
"16347","Sheffield, PA",2238,1 
"16350","Sugar Grove, PA",2737,1 
"16351","Tidioute, PA",1716,1 
"16352","Tiona, PA (PO Boxes)",245,1 
"16353","Tionesta, PA",3348,1 
"16354","Titusville, PA",11379,1 
"16360","Townville, PA",1383,1 
"16361","Tylersburg, PA (PO Boxes)",53,1 
"16362","Utica, PA",1102,1 
"16364","Venus, PA",1347,1 
"16365","Warren, PA",18579,1 
"16370","West Hickory, PA (PO Boxes)",358,1 
"16371","Youngsville, PA",3260,1 
"16372","Clintonville, PA",499,1 
"16373","Emlenton, PA",3510,1 
"16374","Kennerdell, PA",1968,1 
"16401","Albion, PA",6581,1 
"16402","Bear Lake, PA",956,1 
"16403","Cambridge Springs, PA",7029,1 
"16404","Centerville, PA",3269,1 
"16405","Columbus, PA",922,1 
"16406","Conneautville, PA",3509,1 
"16407","Corry, PA",11317,1 
"16410","Cranesville, PA",1854,1 
"16411","East Springfield, PA",1477,1 
"16412","Edinboro, PA",10480,1 
"16415","Fairview, PA",8916,1 
"16416","Garland, PA (PO Boxes)",203,1 
"16417","Girard, PA",8329,1 
"16420","Grand Valley, PA",650,1 
"16421","Harborcreek, PA",2518,1 
"16422","Harmonsburg, PA",401,1 
"16423","Lake City, PA",4450,1 
"16424","Linesville, PA",4676,1 
"16426","Mc Kean, PA",3730,1 
"16427","Mill Village, PA",193,1 
"16428","North East, PA",12478,1 
"16433","Saegertown, PA",5384,1 
"16434","Spartansburg, PA",2990,1 
"16435","Springboro, PA",2108,1 
"16436","Spring Creek, PA",756,1 
"16438","Union City, PA",8083,1 
"16440","Venango, PA",891,1 
"16441","Waterford, PA",10136,1 
"16442","Wattsburg, PA",2958,1 
"16443","West Springfield, PA",1425,1 
"16444","Edinboro, PA",1717,1 
"16501","Erie, PA",2044,1 
"16502","Erie, PA",16664,1 
"16503","Erie, PA",16850,1 
"16504","Erie, PA",17322,1 
"16505","Erie, PA",17168,1 
"16506","Erie, PA",23720,1 
"16507","Erie, PA",11088,1 
"16508","Erie, PA",16050,1 
"16509","Erie, PA",26810,1 
"16510","Erie, PA",25625,1 
"16511","Lawrence Park, PA",11382,1 
"16546","Erie, PA",1154,1 
"16563","Penn State Erie (Behrend), PA",1621,1 
"16601","Altoona, PA",33870,1 
"16602","Altoona, PA",29554,1 
"16611","Alexandria, PA",2410,1 
"16613","Ashville, PA",1535,1 
"16616","Beccaria, PA",116,1 
"16617","Bellwood, PA",2806,1 
"16619","Blandburg, PA",347,1 
"16620","Brisbin, PA",414,1 
"16621","Broad Top City, PA",737,1 
"16622","Calvin, PA",175,1 
"16623","Cassville, PA",567,1 
"16624","Chest Springs, PA",204,1 
"16625","Claysburg, PA",3868,1 
"16627","Coalport, PA",2278,1 
"16630","Cresson, PA",5080,1 
"16631","Curryville, PA (PO Boxes)",90,1 
"16633","Defiance, PA",200,1 
"16634","Dudley, PA",302,1 
"16635","Duncansville, PA",11321,1 
"16636","Dysart, PA",742,1 
"16637","East Freedom, PA",2873,1 
"16638","Entriken, PA",67,1 
"16639","Fallentimber, PA",1494,1 
"16640","Flinton, PA",817,1 
"16641","Gallitzin, PA",2598,1 
"16645","Glen Hope, PA",142,1 
"16646","Hastings, PA",2558,1 
"16647","Hesston, PA",764,1 
"16648","Hollidaysburg, PA",15538,1 
"16650","Hopewell, PA",2036,1 
"16651","Houtzdale, PA",5813,1 
"16652","Huntingdon, PA",18028,1 
"16655","Imler, PA",1601,1 
"16656","Irvona, PA",1297,1 
"16657","James Creek, PA",1343,1 
"16659","Loysburg, PA",303,1 
"16661","Madera, PA",951,1 
"16662","Martinsburg, PA",6040,1 
"16664","New Enterprise, PA",2104,1 
"16665","Newry, PA",299,1 
"16666","Osceola Mills, PA",2960,1 
"16667","Osterburg, PA",1392,1 
"16668","Patton, PA",3569,1 
"16669","Petersburg, PA",2351,1 
"16670","Queen, PA",47,1 
"16671","Ramey, PA",505,1 
"16672","Riddlesburg, PA (PO Boxes)",187,1 
"16673","Roaring Spring, PA",5519,1 
"16674","Robertsdale, PA",736,1 
"16677","Sandy Ridge, PA",481,1 
"16678","Saxton, PA",2689,1 
"16679","Six Mile Run, PA",844,1 
"16680","Smithmill, PA",427,1 
"16682","Claysburg, PA",117,1 
"16683","Spruce Creek, PA",383,1 
"16685","Todd, PA",249,1 
"16686","Tyrone, PA",13488,1 
"16689","Waterfall, PA",462,1 
"16691","Wells Tannery, PA",314,1 
"16692","Westover, PA",753,1 
"16693","Williamsburg, PA",4185,1 
"16694","Wood, PA (PO Boxes)",254,1 
"16695","Woodbury, PA",1198,1 
"16699","Cresson Correctional Inst, Cresson, PA",1469,1 
"16701","Bradford, PA",17980,1 
"16720","Austin, PA",1392,1 
"16724","Crosby, PA (PO Boxes)",143,1 
"16725","Custer City, PA (PO Boxes)",166,1 
"16726","Cyclone, PA",542,1 
"16727","Derrick City, PA",211,1 
"16728","De Young, PA (PO Boxes)",25,1 
"16729","Duke Center, PA",761,1 
"16730","East Smethport, PA (PO Boxes)",121,1 
"16731","Eldred, PA",2818,1 
"16732","Gifford, PA",293,1 
"16733","Hazel Hurst, PA (PO Boxes)",222,1 
"16734","James City, PA",287,1 
"16735","Kane, PA",6309,1 
"16738","Lewis Run, PA",2679,1 
"16740","Mount Jewett, PA",1032,1 
"16743","Port Allegany, PA",3942,1 
"16744","Rew, PA",332,1 
"16745","Rixford, PA",611,1 
"16746","Roulette, PA",1265,1 
"16748","Shinglehouse, PA",2997,1 
"16749","Smethport, PA",4319,1 
"16750","Turtlepoint, PA",417,1 
"16801","State College, PA",42812,1 
"16802","State College, PA",12764,1 
"16803","State College, PA",23685,1 
"16820","Aaronsburg, PA",1217,1 
"16821","Allport, PA",318,1 
"16822","Beech Creek, PA",2283,1 
"16823","Bellefonte, PA",26617,1 
"16825","Bigler, PA",240,1 
"16826","Blanchard, PA",616,1 
"16827","Boalsburg, PA",3991,1 
"16828","Centre Hall, PA",4478,1 
"16829","Clarence, PA",666,1 
"16830","Clearfield, PA",13695,1 
"16832","Coburn, PA",510,1 
"16833","Curwensville, PA",5342,1 
"16834","Drifting, PA (PO Boxes)",299,1 
"16835","Unionville, PA",238,1 
"16836","Frenchville, PA",1152,1 
"16837","Glen Richey, PA",186,1 
"16838","Grampian, PA",1821,1 
"16839","Grassflat, PA",489,1 
"16840","Hawk Run, PA",510,1 
"16841","Howard, PA",5934,1 
"16843","Hyde, PA",657,1 
"16844","Julian, PA",2769,1 
"16845","Karthaus, PA",1088,1 
"16847","Kylertown, PA",335,1 
"16848","Lamar, PA",319,1 
"16849","Lanse, PA (PO Boxes)",331,1 
"16851","Lemont, PA",866,1 
"16852","Madisonburg, PA",371,1 
"16853","Milesburg, PA",300,1 
"16854","Millheim, PA",947,1 
"16855","Mineral Springs, PA (PO Boxes)",282,1 
"16858","Morrisdale, PA",3688,1 
"16859","Moshannon, PA",542,1 
"16860","Munson, PA",451,1 
"16861","New Millport, PA",311,1 
"16863","Olanta, PA",718,1 
"16865","Ramblewood, PA",1839,1 
"16866","Philipsburg, PA",9881,1 
"16868","Pine Grove Mills, PA",483,1 
"16870","Port Matilda, PA",7046,1 
"16871","Pottersdale, PA",46,1 
"16872","Rebersburg, PA",1551,1 
"16874","Snow Shoe, PA",1371,1 
"16875","Spring Mills, PA",3945,1 
"16876","Wallaceton, PA",311,1 
"16877","Warriors Mark, PA",1762,1 
"16878","West Decatur, PA",1762,1 
"16879","Winburne, PA",532,1 
"16881","Woodland, PA",2232,1 
"16882","Woodward, PA",300,1 
"16901","Wellsboro, PA",10243,1 
"16911","Arnot, PA",332,1 
"16912","Blossburg, PA",1776,1 
"16914","Columbia Cross Roads, PA",2347,1 
"16915","Coudersport, PA",5929,1 
"16917","Covington, PA",1437,1 
"16920","Elkland, PA",2006,1 
"16921","Gaines, PA",475,1 
"16922","Galeton, PA",2002,1 
"16923","Genesee, PA",1470,1 
"16925","Gillett, PA",3186,1 
"16926","Granville Summit, PA",872,1 
"16927","Harrison Valley, PA",651,1 
"16928","Knoxville, PA",1387,1 
"16929","Lawrenceville, PA",2320,1 
"16930","Liberty, PA",1300,1 
"16932","Mainesburg, PA",734,1 
"16933","Mansfield, PA",7488,1 
"16935","Middlebury Center, PA",1256,1 
"16936","Millerton, PA",2095,1 
"16937","Mills, PA",172,1 
"16938","Morris, PA",747,1 
"16939","Morris Run, PA (PO Boxes)",295,1 
"16940","Nelson, PA (PO Boxes)",302,1 
"16941","Genesee, PA",69,1 
"16942","Osceola, PA",847,1 
"16943","Sabinsville, PA",549,1 
"16946","Tioga, PA",2484,1 
"16947","Troy, PA",4818,1 
"16948","Ulysses, PA",1634,1 
"16950","Westfield, PA",3378,1 
"17002","Allensville, PA",784,1 
"17003","Annville, PA",11720,1 
"17004","Belleville, PA",5000,1 
"17005","Berrysburg, PA",368,1 
"17006","Blain, PA",1052,1 
"17007","Boiling Springs, PA",5591,1 
"17009","Burnham, PA",2007,1 
"17010","Campbelltown, PA",182,1 
"17011","Camp Hill, PA",34586,1 
"17013","Carlisle, PA",34575,1 
"17015","Carlisle, PA",20798,1 
"17016","Cornwall, PA",799,1 
"17017","Dalmatia, PA",1755,1 
"17018","Dauphin, PA",4313,1 
"17019","Dillsburg, PA",17721,1 
"17020","Duncannon, PA",9047,1 
"17021","East Waterford, PA",1088,1 
"17022","Elizabethtown, PA",29602,1 
"17023","Elizabethville, PA",3535,1 
"17024","Elliottsburg, PA",1893,1 
"17025","Enola, PA",16778,1 
"17026","Fredericksburg, PA",3616,1 
"17027","Messiah College, PA",2141,1 
"17028","Grantville, PA",3720,1 
"17029","Granville, PA",371,1 
"17030","Gratz, PA",832,1 
"17032","Halifax, PA",8192,1 
"17033","Hershey, PA",16972,1 
"17034","Highspire, PA",2414,1 
"17035","Honey Grove, PA",839,1 
"17036","Hummelstown, PA",21913,1 
"17037","Ickesburg, PA",1126,1 
"17038","Jonestown, PA",8219,1 
"17039","Kleinfeltersville, PA (PO Boxes)",37,1 
"17040","Landisburg, PA",2787,1 
"17041","Lawn, PA (PO Boxes)",213,1 
"17042","Lebanon, PA",37133,1 
"17043","Lemoyne, PA",5957,1 
"17044","Lewistown, PA",21209,1 
"17045","Liverpool, PA",3350,1 
"17046","Lebanon, PA",29790,1 
"17047","Loysville, PA",2526,1 
"17048","Lykens, PA",4046,1 
"17049","Mc Alisterville, PA",3360,1 
"17050","Mechanicsburg, PA",32815,1 
"17051","Mc Veytown, PA",4653,1 
"17052","Mapleton Depot, PA",1635,1 
"17053","Marysville, PA",5001,1 
"17055","Mechanicsburg, PA",34237,1 
"17056","Mexico, PA",128,1 
"17057","Middletown, PA",21329,1 
"17058","Mifflin, PA",1909,1 
"17059","Mifflintown, PA",7579,1 
"17060","Mill Creek, PA",1334,1 
"17061","Millersburg, PA",7157,1 
"17062","Millerstown, PA",3979,1 
"17063","Milroy, PA",3311,1 
"17064","Mount Gretna Heights, PA",645,1 
"17065","Mount Holly Springs, PA",4222,1 
"17066","Mount Union, PA",5348,1 
"17067","Myerstown, PA",14232,1 
"17068","New Bloomfield, PA",4298,1 
"17069","New Buffalo, PA",133,1 
"17070","New Cumberland, PA",15692,1 
"17071","New Germantown, PA (PO Boxes)",108,1 
"17072","New Kingstown, PA",193,1 
"17073","Newmanstown, PA",5271,1 
"17074","Newport, PA",7477,1 
"17075","Newton Hamilton, PA",123,1 
"17076","Oakland Mills, PA",48,1 
"17077","Ono, PA (PO Boxes)",46,1 
"17078","Palmyra, PA",20218,1 
"17080","Pillow, PA",298,1 
"17081","Plainfield, PA",352,1 
"17082","Port Royal, PA",3588,1 
"17083","Quentin, PA",109,1 
"17084","Reedsville, PA",4340,1 
"17086","Richfield, PA",2499,1 
"17087","Richland, PA",2767,1 
"17088","Schaefferstown, PA",823,1 
"17090","Shermans Dale, PA",5216,1 
"17093","Summerdale, PA (PO Boxes)",801,1 
"17094","Thompsontown, PA",2392,1 
"17097","Wiconsico, PA",925,1 
"17098","Williamstown, PA",2528,1 
"17099","Yeagertown, PA",1179,1 
"17101","Harrisburg, PA",2212,1 
"17102","Harrisburg, PA",7628,1 
"17103","Harrisburg, PA",11848,1 
"17104","Harrisburg, PA",20962,1 
"17109","Colonial Park, PA",23131,1 
"17110","Harrisburg, PA",24433,1 
"17111","Harrisburg, PA",30714,1 
"17112","Harrisburg, PA",33850,1 
"17113","Steelton, PA",10749,1 
"17201","Chambersburg, PA",25293,1 
"17202","Chambersburg, PA",30200,1 
"17210","Amberson, PA (PO Boxes)",193,1 
"17211","Artemas, PA",368,1 
"17212","Big Cove Tannery, PA",702,1 
"17213","Blairs Mills, PA",639,1 
"17214","Blue Ridge Summit, PA",1089,1 
"17215","Burnt Cabins, PA",347,1 
"17217","Concord, PA",150,1 
"17219","Doylesburg, PA",405,1 
"17220","Dry Run, PA",534,1 
"17221","Fannettsburg, PA",637,1 
"17222","Fayetteville, PA",10749,1 
"17223","Fort Littleton, PA",289,1 
"17224","Fort Loudon, PA",1834,1 
"17225","Greencastle, PA",18879,1 
"17228","Harrisonville, PA",1183,1 
"17229","Hustontown, PA",1276,1 
"17233","Mc Connellsburg, PA",5047,1 
"17235","Marion, PA",672,1 
"17236","Mercersburg, PA",8895,1 
"17237","Mont Alto, PA",1917,1 
"17238","Needmore, PA",1794,1 
"17239","Neelyton, PA",203,1 
"17240","Newburg, PA",3345,1 
"17241","Newville, PA",11853,1 
"17243","Orbisonia, PA",1329,1 
"17244","Orrstown, PA",2407,1 
"17246","Pleasant Hall, PA",195,1 
"17247","Quincy, PA (PO Boxes)",366,1 
"17249","Rockhill, PA",371,1 
"17250","Rouzerville, PA (PO Boxes)",68,1 
"17251","Roxbury, PA (PO Boxes)",158,1 
"17252","Saint Thomas, PA",3608,1 
"17253","Saltillo, PA",337,1 
"17254","Scotland, PA",89,1 
"17255","Shade Gap, PA",1125,1 
"17256","Shady Grove, PA (PO Boxes)",91,1 
"17257","Shippensburg, PA",27996,1 
"17260","Shirleysburg, PA",1164,1 
"17261","South Mountain, PA (PO Boxes)",193,1 
"17262","Spring Run, PA",1462,1 
"17263","State Line, PA",467,1 
"17264","Three Springs, PA",2305,1 
"17265","Upperstrasburg, PA",496,1 
"17266","Walnut Bottom, PA",581,1 
"17267","Warfordsburg, PA",2810,1 
"17268","Waynesboro, PA",28285,1 
"17270","Williamson, PA (PO Boxes)",115,1 
"17271","Willow Hill, PA",339,1 
"17272","Zullinger, PA (PO Boxes)",294,1 
"17301","Abbottstown, PA",4053,1 
"17302","Airville, PA",3083,1 
"17304","Aspers, PA",3059,1 
"17306","Bendersville, PA",318,1 
"17307","Biglerville, PA",5899,1 
"17309","Brogue, PA",2086,1 
"17311","Jefferson, PA",252,1 
"17313","Dallastown, PA",10899,1 
"17314","Delta, PA",5929,1 
"17315","Dover, PA",25756,1 
"17316","East Berlin, PA",8266,1 
"17317","East Prospect, PA",755,1 
"17318","Emigsville, PA",344,1 
"17319","Etters, PA",10417,1 
"17320","Carroll Valley, PA",7823,1 
"17321","Fawn Grove, PA",2238,1 
"17322","Felton, PA",6012,1 
"17324","Gardners, PA",4219,1 
"17325","Gettysburg, PA",27619,1 
"17327","Glen Rock, PA",7565,1 
"17329","Glenville, PA",2494,1 
"17331","Hanover, PA",50292,1 
"17339","Lewisberry, PA",6940,1 
"17340","Littlestown, PA",10896,1 
"17343","McKnightstown, PA",180,1 
"17344","McSherrystown, PA",3656,1 
"17345","Manchester, PA",7679,1 
"17347","Mount Wolf, PA",6202,1 
"17349","New Freedom, PA",7570,1 
"17350","New Oxford, PA",12886,1 
"17352","New Park, PA",1292,1 
"17353","Orrtanna, PA",3228,1 
"17355","Railroad, PA",261,1 
"17356","Red Lion, PA",21610,1 
"17360","Seven Valleys, PA",5927,1 
"17361","Shrewsbury, PA",5806,1 
"17362","Spring Grove, PA",13397,1 
"17363","Stewartstown, PA",9413,1 
"17364","Thomasville, PA",3907,1 
"17365","Wellsville, PA",2510,1 
"17366","Windsor, PA",5499,1 
"17368","Wrightsville, PA",7322,1 
"17370","York Haven, PA",5683,1 
"17371","New Salem, PA",257,1 
"17372","York Springs, PA",4101,1 
"17401","York, PA",17687,1 
"17402","York, PA",36360,1 
"17403","York, PA",39042,1 
"17404","York, PA",35517,1 
"17406","York, PA",22156,1 
"17407","Jacobus, PA",2355,1 
"17408","Shiloh, PA",22507,1 
"17501","Akron, PA",4307,1 
"17502","Bainbridge, PA",2464,1 
"17505","Bird In Hand, PA",1785,1 
"17507","Bowmansville, PA",62,1 
"17508","Brownstown, PA",423,1 
"17509","Christiana, PA",4664,1 
"17512","Columbia, PA",17836,1 
"17516","Conestoga, PA",4496,1 
"17517","Denver, PA",15391,1 
"17518","Drumore, PA",1355,1 
"17519","East Earl, PA",6824,1 
"17520","East Petersburg, PA",4686,1 
"17522","Ephrata, PA",32483,1 
"17527","Gap, PA",6080,1 
"17529","Gordonville, PA",4317,1 
"17532","Holtwood, PA",3381,1 
"17535","Kinzers, PA",2458,1 
"17536","Kirkwood, PA",2839,1 
"17538","Salunga, PA",6045,1 
"17540","Leola, PA",9791,1 
"17543","Lititz, PA",42626,1 
"17545","Manheim, PA",21256,1 
"17547","Maytown, PA",7378,1 
"17550","Maytown, PA",790,1 
"17551","Millersville, PA",10857,1 
"17552","Mount Joy, PA",17831,1 
"17554","Mountville, PA",7525,1 
"17555","Narvon, PA",7525,1 
"17557","New Holland, PA",13811,1 
"17560","New Providence, PA",5118,1 
"17562","Paradise, PA",4464,1 
"17563","Peach Bottom, PA",3849,1 
"17565","Pequea, PA",2537,1 
"17566","Quarryville, PA",12019,1 
"17569","Reinholds, PA",5448,1 
"17570","Rheems, PA",291,1 
"17572","Ronks, PA",3859,1 
"17576","Smoketown, PA",129,1 
"17578","Reamstown, PA",7485,1 
"17579","Strasburg, PA",5935,1 
"17581","Terre Hill, PA",951,1 
"17582","Washington Boro, PA",2026,1 
"17584","Willow Street, PA",8957,1 
"17601","Lancaster, PA",49779,1 
"17602","Lancaster, PA",52452,1 
"17603","Lancaster, PA",61973,1 
"17606","Lancaster, PA",392,1 
"17701","Williamsport, PA",44661,1 
"17702","South Williamsport, PA",10721,1 
"17721","Avis, PA",1604,1 
"17723","Cammal, PA",34,1 
"17724","Canton, PA",5424,1 
"17727","Cedar Run, PA",72,1 
"17728","Cogan Station, PA",5120,1 
"17729","Cross Fork, PA",159,1 
"17730","Dewart, PA",257,1 
"17731","Eagles Mere, PA",185,1 
"17737","Hughesville, PA",6220,1 
"17739","Jersey Mills, PA (PO Boxes)",32,1 
"17740","Jersey Shore, PA",12754,1 
"17742","Lairdsville, PA",39,1 
"17744","Linden, PA",3175,1 
"17745","Lock Haven, PA",19063,1 
"17747","Loganton, PA",3073,1 
"17748","McElhattan, PA",300,1 
"17749","McEwensville, PA",244,1 
"17750","Mackeyville, PA (PO Boxes)",167,1 
"17751","Mill Hall, PA",7084,1 
"17752","Montgomery, PA",4635,1 
"17754","Montoursville, PA",12233,1 
"17756","Muncy, PA",12408,1 
"17758","Muncy Valley, PA",919,1 
"17760","North Bend, PA (PO Boxes)",557,1 
"17762","Picture Rocks, PA",503,1 
"17763","Ralston, PA (PO Boxes)",309,1 
"17764","Renovo, PA",2327,1 
"17765","Roaring Branch, PA",1162,1 
"17767","Salona, PA",91,1 
"17768","Shunk, PA",377,1 
"17771","Trout Run, PA",3158,1 
"17772","Turbotville, PA",2399,1 
"17774","Unityville, PA",1277,1 
"17776","Waterville, PA",295,1 
"17777","Watsontown, PA",7056,1 
"17778","Westport, PA",102,1 
"17779","Woolrich, PA (PO Boxes)",235,1 
"17801","Sunbury, PA",16671,1 
"17810","Allenwood, PA",4683,1 
"17812","Beaver Springs, PA",1480,1 
"17813","Beavertown, PA",1979,1 
"17814","Benton, PA",4860,1 
"17815","Bloomsburg, PA",30967,1 
"17820","Catawissa, PA",5556,1 
"17821","Danville, PA",18219,1 
"17823","Dornsife, PA",1273,1 
"17824","Elysburg, PA",4115,1 
"17827","Freeburg, PA",657,1 
"17829","Hartleton, PA",244,1 
"17830","Herndon, PA",1947,1 
"17832","Marion Heights, PA",628,1 
"17834","Kulpmont, PA",3565,1 
